booking_id,customer_id,cancellation_probability_pct,risk_level,priority,intervention_type,recommended_action,business_objective
UNKNOWN,UNKNOWN,53.46,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.07,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.61,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,51.43,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,51.73,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.78,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,48.45,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,47.53,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.56,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.32,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.36,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.8,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,55.81,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.71,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.2,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,47.27,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.23,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.45,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,45.89,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.52,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.67,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.47,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,45.09,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,48.48,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.42,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,45.02,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,43.66,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,55.01,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,55.51,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,45.54,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.64,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.42,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,51.97,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,53.63,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,47.86,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,51.06,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.78,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,51.81,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.12,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.32,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.71,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,54.76,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,45.87,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.72,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,51.63,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.38,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.49,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,48.47,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,53.64,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,45.59,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,54.86,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.34,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,55.06,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,54.28,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.98,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.07,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,47.83,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.48,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,53.19,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.93,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.17,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.4,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,53.6,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,48.37,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,48.61,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,48.07,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,47.17,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.72,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,44.03,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,51.39,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.51,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.24,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.36,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,51.45,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.6,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.02,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.51,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,51.69,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,53.97,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,43.39,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,44.63,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.49,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,55.32,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,53.21,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,53.95,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.67,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,45.96,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,45.51,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,54.21,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.53,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.1,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,47.0,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,54.19,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,43.8,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,53.67,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.86,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,48.55,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,47.6,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,47.12,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.65,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,45.82,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,47.01,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,54.96,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.13,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,59.97,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.32,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,47.94,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,45.34,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,47.9,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,53.13,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,48.8,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,40.61,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.48,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,54.27,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,42.55,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,53.87,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,54.0,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.38,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,48.37,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.82,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.13,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.29,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.79,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.18,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.16,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,51.74,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,44.03,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,53.04,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,57.73,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.38,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.57,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,51.91,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.39,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,48.05,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.44,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.69,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.84,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.78,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,43.82,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,53.84,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.67,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,51.8,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.12,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,47.65,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,47.94,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.02,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,48.24,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.26,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,48.11,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.19,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.32,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.26,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,41.09,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.37,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.73,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,49.56,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.05,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.9,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.0,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,51.61,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,51.43,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,42.96,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.49,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.77,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.36,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.99,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,45.81,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,48.02,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.04,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.64,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,55.18,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,50.1,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,52.0,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.59,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,47.53,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,51.27,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,46.23,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
UNKNOWN,UNKNOWN,45.83,MEDIUM,MEDIUM,Travel reminder,Send automated reminder closer to travel date.,Keep customer engaged and reduce avoidable cancellations.
