recommendation_type,entity_type,entity_id,priority,risk_level,probability,recommendation,business_reason
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4785777219509075,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4746187659273652,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4967380867604568,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5086542534528946,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5415638981365939,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5028382912439169,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4616995672739645,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4774627211811867,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4678829943652841,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4810380295578763,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Customer Marketing,Customer,CUST01320,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01321,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01324,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01331,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01332,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01334,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5145644912166756,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4365089404385467,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5183195781286503,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Customer Marketing,Customer,CUST03972,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST03981,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03969,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5016364328666449,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5458453512427244,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.511306918117848,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5466353434515666,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4637246741441949,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4934209904347008,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5032982417297077,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5685364668808204,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5353438123098595,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5481126620217995,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4875121369565232,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4822658287600263,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4885504037141898,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4542150577019467,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.452326114402427,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Customer Marketing,Customer,CUST01341,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01347,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01348,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01349,MEDIUM,potential loyalists,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01350,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01351,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5135248910017972,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5332111422006067,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4990745665144267,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5154180426424141,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4966648581628938,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5233804315593402,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5233041375731627,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5111068057325473,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5091459499025535,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5030145951711699,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.505565514066892,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5386679746210907,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Customer Marketing,Customer,CUST01376,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01377,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01378,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01383,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01385,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01355,MEDIUM,potential loyalists,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01357,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01358,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01365,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01366,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01367,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01369,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01370,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01339,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01401,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01402,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4930698399662269,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5466520908830164,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5019374238535459,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5071677262780407,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.532475862987116,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4828802366225276,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4978926746850532,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5009958003131462,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4799607918020063,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5354789330448648,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5101856069013683,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5275899037702659,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5663735829279152,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5394587027974118,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.522013950682414,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5479530289978927,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5139840452279966,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Customer Marketing,Customer,CUST03950,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03951,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03933,MEDIUM,potential loyalists,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01412,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01414,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01415,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01417,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01418,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01388,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01390,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01394,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01395,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01397,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.3726212216588193,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5147387593543641,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Customer Marketing,Customer,CUST03936,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4928633227467936,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4671356151045769,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5471037503647073,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5016266243659305,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5085692134838226,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4661379163864372,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.469417747123816,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5133196240241115,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5428272663724075,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4844783115846981,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5177619654083364,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4863204621392775,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5079958963804335,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Customer Marketing,Customer,CUST01428,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01434,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5227315017617095,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5328951932651037,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4829024770131067,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4510309962766873,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.494513509774628,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5381733387565678,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4825795079122438,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4799543452250275,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4939189383174715,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4916632939554958,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4838124183244109,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4387430801228927,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.47995904230552,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5117679117863952,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4660587102073326,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Customer Marketing,Customer,CUST03915,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03890,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01454,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01455,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01456,MEDIUM,potential loyalists,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01457,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01462,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01465,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01467,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01436,MEDIUM,potential loyalists,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01438,MEDIUM,potential loyalists,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01440,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01450,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01452,MEDIUM,potential loyalists,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01422,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4864403771322165,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4895252573031988,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4778611490196167,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5406943745406326,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.503555127692258,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.484387572225118,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5320462441329147,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4456547627863477,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Customer Marketing,Customer,CUST01471,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01480,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03892,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03895,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03899,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST03900,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST03878,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5682203340217867,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4693550440035982,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4389109026057119,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4605458223740973,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5003966799975825,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Customer Marketing,Customer,CUST03886,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03887,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST03888,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5460658132593211,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4756747915779324,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4482541298761103,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5060028563424446,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5081971382892304,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5325076475445911,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.489233541013745,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4748184492304014,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4899679458103597,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Customer Marketing,Customer,CUST01503,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01506,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01486,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01489,MEDIUM,new customers,,Send onboarding offers and encourage a second booking.,Converting first-time customers into repeat customers improves retention.
Customer Marketing,Customer,CUST01492,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01494,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01495,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01496,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01497,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Customer Marketing,Customer,CUST01500,MEDIUM,loyal customers,,Provide loyalty offers and personalized route promotions.,Encourage continued repeat bookings.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4760027016058683,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.485358697932793,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5073673320042349,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4970204779173305,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5102193460626107,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5005282828004951,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
