trip_id,route_id,operator_id,vehicle_type,departure_datetime,arrival_datetime,total_seats,bookings,seats_sold,revenue,unique_customers,route_name,source,destination,distance_km,route,available_seats,occupancy_percentage,revenue_per_seat,occupancy_category
TRIP00233,R022,OP006,BIKE,2025-09-29 14:00:00,2025-09-29 18:14:58.446578,1,52,52,42342.83,52,Bengaluru To Chennai,Bengaluru,Chennai,278,Bengaluru → Chennai,-51,100.0,814.2851923076923,Very High
TRIP00234,R028,OP011,BUS,2026-02-09 13:00:00,2026-02-09 17:09:11.456560,40,68,226,195614.38999999998,67,Bengaluru To Coimbatore,Bengaluru,Coimbatore,242,Bengaluru → Coimbatore,-186,100.0,865.5503982300884,Very High
TRIP00235,R007,OP010,BUS,2026-04-06 12:45:00,2026-04-07 02:51:56.467733,30,47,122,252650.2,47,Madurai To Erode,Madurai,Erode,636,Madurai → Erode,-92,100.0,2070.9032786885246,Very High
TRIP00236,R010,OP004,BIKE,2025-10-08 22:45:00,2025-10-09 05:28:00.449530,1,45,45,37647.4,45,Hyderabad To Madurai,Hyderabad,Madurai,305,Hyderabad → Madurai,-44,100.0,836.6088888888889,Very High
TRIP00237,R019,OP001,CAB,2026-09-07 06:45:00,2026-09-07 11:30:42.436758,6,48,114,113384.42,48,Thanjavur To Hyderabad,Thanjavur,Hyderabad,332,Thanjavur → Hyderabad,-108,100.0,994.6001754385965,Very High
TRIP00238,R014,OP008,CAB,2026-11-09 22:30:00,2026-11-10 01:37:00.018899,5,57,142,86974.85,56,Coimbatore To Chennai,Coimbatore,Chennai,201,Coimbatore → Chennai,-137,100.0,612.4989436619719,Very High
TRIP00239,R021,OP012,CAB,2026-07-29 15:15:00,2026-07-29 17:07:34.615241,4,61,152,54631.48,60,Thanjavur To Trichy,Thanjavur,Trichy,110,Thanjavur → Trichy,-148,100.0,359.4176315789474,Very High
TRIP00240,R021,OP005,CAB,2026-12-03 18:00:00,2026-12-03 20:04:00.899704,5,40,102,36474.54,40,Thanjavur To Trichy,Thanjavur,Trichy,110,Thanjavur → Trichy,-97,100.0,357.59352941176473,Very High
TRIP00241,R020,OP011,BIKE,2025-01-22 08:15:00,2025-01-22 14:25:50.522129,1,56,56,75215.81,56,Trichy To Thanjavur,Trichy,Thanjavur,422,Trichy → Thanjavur,-55,100.0,1343.1394642857142,Very High
TRIP00242,R014,OP006,AUTO,2025-06-23 14:30:00,2025-06-23 18:07:43.873508,3,52,102,63269.2,52,Coimbatore To Chennai,Coimbatore,Chennai,201,Coimbatore → Chennai,-99,100.0,620.2862745098039,Very High
TRIP00243,R029,OP004,BIKE,2025-07-28 10:30:00,2025-07-28 14:08:48.132069,1,56,56,25406.09,55,Chennai To Coimbatore,Chennai,Coimbatore,173,Chennai → Coimbatore,-55,100.0,453.6801785714286,Very High
TRIP00244,R026,OP020,CAB,2025-11-13 22:00:00,2025-11-14 09:38:25.404540,4,62,148,264025.04,62,Vellore To Pondicherry,Vellore,Pondicherry,546,Vellore → Pondicherry,-144,100.0,1783.952972972973,Very High
TRIP00245,R023,OP009,BIKE,2025-01-04 12:00:00,2025-01-04 17:58:19.497914,1,73,73,67564.61,73,Erode To Bengaluru,Erode,Bengaluru,385,Erode → Bengaluru,-72,100.0,925.542602739726,Very High
TRIP00246,R005,OP002,AUTO,2025-07-03 08:45:00,2025-07-03 16:01:45.949961,3,44,94,106927.01,44,Bengaluru To Trichy,Bengaluru,Trichy,389,Bengaluru → Trichy,-91,100.0,1137.5213829787233,Very High
TRIP00247,R027,OP005,BIKE,2026-06-08 08:45:00,2026-06-08 18:27:29.779856,1,49,49,60366.29,47,Tirunelveli To Madurai,Tirunelveli,Madurai,599,Tirunelveli → Madurai,-48,100.0,1231.9651020408164,Very High
TRIP00248,R015,OP007,AUTO,2025-03-27 16:00:00,2025-03-27 18:28:14.502492,3,68,135,58406.48,68,Tirunelveli To Coimbatore,Tirunelveli,Coimbatore,133,Tirunelveli → Coimbatore,-132,100.0,432.6405925925926,Very High
TRIP00249,R030,OP018,BUS,2025-07-13 22:30:00,2025-07-14 00:16:26.529382,30,54,147,60632.21,54,Thanjavur To Pondicherry,Thanjavur,Pondicherry,112,Thanjavur → Pondicherry,-117,100.0,412.4640136054422,Very High
TRIP00250,R027,OP014,CAB,2025-06-16 09:30:00,2025-06-16 21:43:20.534364,5,56,141,173484.07,55,Tirunelveli To Madurai,Tirunelveli,Madurai,599,Tirunelveli → Madurai,-136,100.0,1230.383475177305,Very High
TRIP00251,R008,OP007,AUTO,2026-10-09 16:00:00,2026-10-09 21:18:28.666174,3,48,95,79834.01,48,Bengaluru To Erode,Bengaluru,Erode,284,Bengaluru → Erode,-92,100.0,840.358,Very High
TRIP00252,R029,OP008,CAB,2026-03-19 08:45:00,2026-03-19 12:11:19.494840,6,59,167,75629.72,59,Chennai To Coimbatore,Chennai,Coimbatore,173,Chennai → Coimbatore,-161,100.0,452.87257485029943,Very High
TRIP00253,R015,OP016,CAB,2026-10-15 20:00:00,2026-10-15 21:54:58.794320,6,63,138,57892.75,63,Tirunelveli To Coimbatore,Tirunelveli,Coimbatore,133,Tirunelveli → Coimbatore,-132,100.0,419.5126811594203,Very High
TRIP00254,R010,OP004,BIKE,2026-05-22 22:45:00,2026-05-23 04:19:39.774114,1,59,59,48623.1,58,Hyderabad To Madurai,Hyderabad,Madurai,305,Hyderabad → Madurai,-58,100.0,824.1203389830508,Very High
TRIP00255,R011,OP018,BUS,2025-07-23 06:00:00,2025-07-23 15:25:40.112887,45,59,188,318129.3,58,Bengaluru To Thanjavur,Bengaluru,Thanjavur,531,Bengaluru → Thanjavur,-143,100.0,1692.1771276595744,Very High
TRIP00256,R001,OP015,BUS,2025-01-18 16:30:00,2025-01-18 23:25:58.320625,45,48,148,168196.83,48,Pondicherry To Chennai,Pondicherry,Chennai,384,Pondicherry → Chennai,-103,100.0,1136.4650675675675,Very High
TRIP00257,R006,OP017,BUS,2026-04-20 07:15:00,2026-04-20 09:58:26.954399,40,53,156,101858.35,52,Trichy To Salem,Trichy,Salem,180,Trichy → Salem,-116,100.0,652.938141025641,Very High
TRIP00258,R004,OP019,BUS,2026-04-30 20:30:00,2026-05-01 09:22:35.962414,45,44,120,168308.81,44,Bengaluru To Madurai,Bengaluru,Madurai,618,Bengaluru → Madurai,-75,100.0,1402.5734166666666,Very High
TRIP00259,R026,OP014,BUS,2025-09-09 14:45:00,2025-09-10 01:10:57.118890,30,53,164,296065.33,51,Vellore To Pondicherry,Vellore,Pondicherry,546,Vellore → Pondicherry,-134,100.0,1805.2764024390244,Very High
TRIP00260,R008,OP013,CAB,2025-11-04 09:30:00,2025-11-04 13:50:34.860247,5,63,169,144189.86,62,Bengaluru To Erode,Bengaluru,Erode,284,Bengaluru → Erode,-164,100.0,853.1944378698224,Very High
TRIP00261,R003,OP010,BIKE,2025-12-15 18:00:00,2025-12-16 01:44:24.645032,1,38,38,61187.61,38,Pondicherry To Erode,Pondicherry,Erode,537,Pondicherry → Erode,-37,100.0,1610.2002631578948,Very High
TRIP00262,R002,OP007,AUTO,2025-03-18 20:30:00,2025-03-19 02:19:47.711341,3,48,93,97922.91,48,Thanjavur To Coimbatore,Thanjavur,Coimbatore,370,Thanjavur → Coimbatore,-90,100.0,1052.9345161290323,Very High
TRIP00263,R010,OP002,BUS,2025-01-24 05:30:00,2025-01-24 11:14:01.485452,40,58,174,142506.72,58,Hyderabad To Madurai,Hyderabad,Madurai,305,Hyderabad → Madurai,-134,100.0,819.0041379310345,Very High
TRIP00264,R030,OP013,BIKE,2026-06-22 08:30:00,2026-06-22 10:50:29.088337,1,51,51,20563.6,50,Thanjavur To Pondicherry,Thanjavur,Pondicherry,112,Thanjavur → Pondicherry,-50,100.0,403.2078431372549,Very High
TRIP00265,R017,OP010,CAB,2025-12-08 15:00:00,2025-12-08 21:29:47.247369,6,57,140,91455.19,57,Coimbatore To Tirunelveli,Coimbatore,Tirunelveli,322,Coimbatore → Tirunelveli,-134,100.0,653.2513571428572,Very High
TRIP00266,R015,OP014,BUS,2025-03-22 12:00:00,2025-03-22 14:33:43.145966,45,51,133,57108.89,51,Tirunelveli To Coimbatore,Tirunelveli,Coimbatore,133,Tirunelveli → Coimbatore,-88,100.0,429.39015037593987,Very High
TRIP00267,R010,OP013,BUS,2026-07-20 14:00:00,2026-07-20 18:31:34.876038,45,52,159,130305.58,51,Hyderabad To Madurai,Hyderabad,Madurai,305,Hyderabad → Madurai,-114,100.0,819.5319496855346,Very High
TRIP00268,R004,OP010,BUS,2026-03-07 07:30:00,2026-03-07 19:26:51.081348,40,51,149,211386.06,51,Bengaluru To Madurai,Bengaluru,Madurai,618,Bengaluru → Madurai,-109,100.0,1418.698389261745,Very High
TRIP00269,R005,OP009,AUTO,2025-03-12 08:00:00,2025-03-12 16:09:36.524546,3,65,135,157248.83,64,Bengaluru To Trichy,Bengaluru,Trichy,389,Bengaluru → Trichy,-132,100.0,1164.806148148148,Very High
TRIP00270,R014,OP009,BUS,2025-02-13 20:30:00,2025-02-14 00:08:40.647505,45,59,186,115801.02,58,Coimbatore To Chennai,Coimbatore,Chennai,201,Coimbatore → Chennai,-141,100.0,622.5861290322581,Very High
TRIP00271,R016,OP007,CAB,2025-06-12 22:15:00,2025-06-13 09:21:56.814407,4,56,144,206477.57,56,Pondicherry To Tirunelveli,Pondicherry,Tirunelveli,523,Pondicherry → Tirunelveli,-140,100.0,1433.872013888889,Very High
TRIP00272,R024,OP011,CAB,2026-10-27 08:00:00,2026-10-27 17:35:04.452792,4,61,147,212402.82,61,Madurai To Thanjavur,Madurai,Thanjavur,544,Madurai → Thanjavur,-143,100.0,1444.9171428571428,Very High
TRIP00273,R014,OP006,BUS,2026-11-30 21:15:00,2026-12-01 00:07:55.506858,45,47,134,83716.91,47,Coimbatore To Chennai,Coimbatore,Chennai,201,Coimbatore → Chennai,-89,100.0,624.7530597014926,Very High
TRIP00274,R015,OP008,BUS,2026-08-14 11:45:00,2026-08-14 14:00:58.244832,50,47,137,59017.73,47,Tirunelveli To Coimbatore,Tirunelveli,Coimbatore,133,Tirunelveli → Coimbatore,-87,100.0,430.78635036496354,Very High
TRIP00275,R026,OP020,BIKE,2025-08-05 17:15:00,2025-08-06 01:34:11.710454,1,55,55,98854.79,55,Vellore To Pondicherry,Vellore,Pondicherry,546,Vellore → Pondicherry,-54,100.0,1797.3598181818181,Very High
TRIP00276,R010,OP003,AUTO,2025-12-19 09:45:00,2025-12-19 14:08:54.322263,3,49,92,75485.79,49,Hyderabad To Madurai,Hyderabad,Madurai,305,Hyderabad → Madurai,-89,100.0,820.4977173913043,Very High
TRIP00277,R008,OP011,BUS,2026-08-16 14:30:00,2026-08-16 20:02:38.705581,50,43,135,115489.28,43,Bengaluru To Erode,Bengaluru,Erode,284,Bengaluru → Erode,-85,100.0,855.4761481481481,Very High
TRIP00278,R003,OP018,AUTO,2025-09-19 20:00:00,2025-09-20 03:43:57.698507,3,48,96,153248.11,47,Pondicherry To Erode,Pondicherry,Erode,537,Pondicherry → Erode,-93,100.0,1596.3344791666666,Very High
TRIP00279,R026,OP005,CAB,2026-08-28 11:30:00,2026-08-28 20:15:59.427300,6,66,164,297438.91,66,Vellore To Pondicherry,Vellore,Pondicherry,546,Vellore → Pondicherry,-158,100.0,1813.6518902439022,Very High
TRIP00280,R008,OP001,BUS,2026-08-18 08:15:00,2026-08-18 14:07:42.788260,40,54,155,132610.12,54,Bengaluru To Erode,Bengaluru,Erode,284,Bengaluru → Erode,-115,100.0,855.5491612903226,Very High
TRIP00281,R004,OP011,CAB,2025-09-13 06:00:00,2025-09-13 15:57:05.103805,4,54,127,180724.6,54,Bengaluru To Madurai,Bengaluru,Madurai,618,Bengaluru → Madurai,-123,100.0,1423.028346456693,Very High
TRIP00282,R013,OP020,BUS,2025-10-11 08:00:00,2025-10-11 10:23:53.470289,30,49,146,62719.41,48,Hyderabad To Erode,Hyderabad,Erode,147,Hyderabad → Erode,-116,100.0,429.58500000000004,Very High
TRIP00283,R026,OP016,CAB,2026-02-28 08:30:00,2026-02-28 19:23:07.902750,4,53,118,214104.6,53,Vellore To Pondicherry,Vellore,Pondicherry,546,Vellore → Pondicherry,-114,100.0,1814.4457627118645,Very High
TRIP00284,R030,OP004,AUTO,2026-10-26 08:30:00,2026-10-26 10:36:29.248445,3,46,90,36727.59,46,Thanjavur To Pondicherry,Thanjavur,Pondicherry,112,Thanjavur → Pondicherry,-87,100.0,408.0843333333333,Very High
TRIP00285,R026,OP014,CAB,2026-01-23 21:30:00,2026-01-24 07:14:06.620048,6,52,141,256243.82,52,Vellore To Pondicherry,Vellore,Pondicherry,546,Vellore → Pondicherry,-135,100.0,1817.3320567375888,Very High
TRIP00286,R028,OP020,CAB,2025-05-30 11:45:00,2025-05-30 16:14:44.447794,5,50,134,116610.51,49,Bengaluru To Coimbatore,Bengaluru,Coimbatore,242,Bengaluru → Coimbatore,-129,100.0,870.2276865671641,Very High
TRIP00287,R013,OP003,BUS,2026-05-16 13:45:00,2026-05-16 16:55:48.762677,50,50,144,63285.16,49,Hyderabad To Erode,Hyderabad,Erode,147,Hyderabad → Erode,-94,100.0,439.4802777777778,Very High
TRIP00288,R017,OP015,BUS,2026-04-20 10:00:00,2026-04-20 14:59:22.394113,50,64,186,119988.91,63,Coimbatore To Tirunelveli,Coimbatore,Tirunelveli,322,Coimbatore → Tirunelveli,-136,100.0,645.1016666666667,Very High
TRIP00289,R023,OP007,BIKE,2026-06-21 14:15:00,2026-06-21 21:12:27.389146,1,56,56,52084.54,56,Erode To Bengaluru,Erode,Bengaluru,385,Erode → Bengaluru,-55,100.0,930.0810714285715,Very High
TRIP00290,R001,OP006,BUS,2025-05-25 14:30:00,2025-05-25 22:16:08.801053,50,55,169,191190.67,54,Pondicherry To Chennai,Pondicherry,Chennai,384,Pondicherry → Chennai,-119,100.0,1131.3057396449706,Very High
TRIP00291,R015,OP009,CAB,2026-06-27 07:45:00,2026-06-27 10:13:36.852950,5,48,130,53851.55,48,Tirunelveli To Coimbatore,Tirunelveli,Coimbatore,133,Tirunelveli → Coimbatore,-125,100.0,414.2426923076923,Very High
TRIP00292,R015,OP017,BIKE,2025-07-25 13:45:00,2025-07-25 15:40:30.321452,1,59,59,24841.34,58,Tirunelveli To Coimbatore,Tirunelveli,Coimbatore,133,Tirunelveli → Coimbatore,-58,100.0,421.03966101694914,Very High
TRIP00293,R002,OP011,CAB,2025-06-14 20:15:00,2025-06-15 02:51:45.595250,4,71,177,183356.31,70,Thanjavur To Coimbatore,Thanjavur,Coimbatore,370,Thanjavur → Coimbatore,-173,100.0,1035.9113559322034,Very High
TRIP00294,R003,OP003,CAB,2025-08-29 20:45:00,2025-08-30 07:23:22.560003,4,57,159,260490.43,57,Pondicherry To Erode,Pondicherry,Erode,537,Pondicherry → Erode,-155,100.0,1638.3045911949685,Very High
TRIP00295,R030,OP006,BIKE,2025-10-02 16:30:00,2025-10-02 18:17:57.348149,1,56,56,23196.59,56,Thanjavur To Pondicherry,Thanjavur,Pondicherry,112,Thanjavur → Pondicherry,-55,100.0,414.22482142857143,Very High
TRIP00296,R023,OP001,BUS,2026-11-06 21:30:00,2026-11-07 03:32:51.888240,30,55,178,164851.95,54,Erode To Bengaluru,Erode,Bengaluru,385,Erode → Bengaluru,-148,100.0,926.1345505617978,Very High
TRIP00297,R024,OP016,BIKE,2026-08-04 08:15:00,2026-08-04 16:18:46.495569,1,53,53,76463.22,52,Madurai To Thanjavur,Madurai,Thanjavur,544,Madurai → Thanjavur,-52,100.0,1442.7022641509434,Very High
TRIP00298,R020,OP013,BUS,2025-09-08 22:15:00,2025-09-09 05:12:12.962296,40,66,197,260151.98,66,Trichy To Thanjavur,Trichy,Thanjavur,422,Trichy → Thanjavur,-157,100.0,1320.5684263959392,Very High
TRIP00299,R027,OP012,BUS,2025-01-21 15:45:00,2025-01-22 01:52:06.428457,50,60,190,230821.0,60,Tirunelveli To Madurai,Tirunelveli,Madurai,599,Tirunelveli → Madurai,-140,100.0,1214.8473684210526,Very High
TRIP00300,R006,OP004,AUTO,2025-07-18 10:00:00,2025-07-18 12:50:34.465049,3,59,126,85211.79,59,Trichy To Salem,Trichy,Salem,180,Trichy → Salem,-123,100.0,676.2840476190476,Very High
