booking_id,customer_id,trip_id,booking_date,travel_date,seat_count,ticket_price,total_amount,payment_method,booking_status
BOOK007742,CUST04221,TRIP00073,2025-03-13,2025-03-30,1,1094.89,1094.89,CARD,CONFIRMED
BOOK007743,CUST01018,TRIP00256,2024-12-20,2025-01-18,2,1285.42,2570.84,NETBANKING,CONFIRMED
BOOK007744,CUST04748,TRIP00015,2025-12-23,2026-02-15,1,746.43,746.43,NETBANKING,CONFIRMED
BOOK007745,CUST00255,TRIP00282,2025-10-02,2025-10-11,4,424.07,1696.28,WALLET,CONFIRMED
BOOK007746,CUST00706,TRIP00170,2026-01-04,2026-01-16,2,912.79,1825.58,NETBANKING,CONFIRMED
BOOK007747,CUST04416,TRIP00276,2025-11-26,2025-12-19,1,737.14,737.14,UPI,CONFIRMED
BOOK007748,CUST04433,TRIP00104,2026-08-11,2026-09-06,5,1593.76,7968.8,CARD,CONFIRMED
BOOK007749,CUST00909,TRIP00129,2025-06-21,2025-07-28,4,1040.13,4160.52,WALLET,CONFIRMED
BOOK007750,CUST02935,TRIP00205,2025-12-20,2026-01-11,1,1348.44,1348.44,UPI,PENDING
BOOK007751,CUST04033,TRIP00163,2025-08-18,2025-09-15,1,1160.8,1160.8,NETBANKING,CONFIRMED
BOOK007752,CUST01804,TRIP00155,2025-05-10,2025-07-03,5,1014.93,5074.65,CARD,CANCELLED
BOOK007753,CUST00113,TRIP00067,2025-12-20,2026-01-02,1,2127.64,2127.64,UPI,CONFIRMED
BOOK007754,CUST03888,TRIP00055,2025-10-31,2025-12-18,3,1353.08,4059.24,CARD,CONFIRMED
BOOK007755,CUST03897,TRIP00295,2025-08-21,2025-10-02,1,419.94,419.94,NETBANKING,CONFIRMED
BOOK007756,CUST04817,TRIP00042,2025-01-06,2025-03-06,2,401.19,802.38,CASH,CONFIRMED
BOOK007757,CUST04593,TRIP00251,2026-10-03,2026-10-09,1,971.47,971.47,UPI,CONFIRMED
BOOK007758,CUST00331,TRIP00021,2026-06-18,2026-07-18,2,375.11,750.22,CASH,CONFIRMED
BOOK007759,CUST00739,TRIP00160,2025-12-07,2026-01-22,1,1138.09,1138.09,NETBANKING,PENDING
BOOK007760,CUST01259,TRIP00230,2026-06-30,2026-08-29,2,904.52,1809.04,CARD,CONFIRMED
BOOK007761,CUST03967,TRIP00017,2025-05-15,2025-06-12,5,1780.09,8900.45,NETBANKING,CANCELLED
BOOK007762,CUST02292,TRIP00241,2024-11-25,2025-01-22,1,1442.73,1442.73,WALLET,PENDING
BOOK007763,CUST03170,TRIP00144,2026-01-25,2026-03-23,1,1002.63,1002.63,NETBANKING,CONFIRMED
BOOK007764,CUST00380,TRIP00194,2026-03-29,2026-04-21,1,1743.96,1743.96,CASH,CANCELLED
BOOK007765,CUST04160,TRIP00298,2025-09-03,2025-09-08,5,1287.07,6435.35,CASH,CANCELLED
BOOK007766,CUST03103,TRIP00150,2025-09-14,2025-10-13,4,565.13,2260.52,CARD,CONFIRMED
BOOK007767,CUST04632,TRIP00006,2026-08-20,2026-09-14,3,1919.02,5757.06,CASH,CONFIRMED
BOOK007768,CUST03560,TRIP00266,2025-01-30,2025-03-22,3,447.97,1343.91,CARD,CANCELLED
BOOK007769,CUST00591,TRIP00266,2025-02-21,2025-03-22,1,454.25,454.25,NETBANKING,CONFIRMED
BOOK007770,CUST00930,TRIP00033,2026-04-27,2026-05-07,3,665.86,1997.58,CARD,CANCELLED
BOOK007771,CUST01352,TRIP00215,2025-05-11,2025-06-08,2,826.57,1653.14,NETBANKING,CONFIRMED
BOOK007772,CUST01403,TRIP00159,2025-05-14,2025-06-29,3,844.49,2533.47,CARD,CONFIRMED
BOOK007773,CUST00853,TRIP00088,2026-09-29,2026-11-12,3,840.0,2520.0,CASH,CONFIRMED
BOOK007774,CUST02875,TRIP00247,2026-04-15,2026-06-08,1,1229.94,1229.94,UPI,PENDING
BOOK007775,CUST02179,TRIP00137,2025-10-14,2025-11-26,3,1090.78,3272.34,UPI,CONFIRMED
BOOK007776,CUST02540,TRIP00211,2025-08-20,2025-10-18,2,1569.24,3138.48,WALLET,CONFIRMED
BOOK007777,CUST02400,TRIP00169,2025-08-26,2025-09-16,1,803.15,803.15,NETBANKING,CONFIRMED
BOOK007778,CUST01771,TRIP00030,2026-06-30,2026-08-04,1,1494.51,1494.51,UPI,CONFIRMED
BOOK007779,CUST03184,TRIP00045,2025-09-12,2025-10-15,1,689.57,689.57,WALLET,CONFIRMED
BOOK007780,CUST02047,TRIP00140,2026-02-12,2026-02-19,1,1328.81,1328.81,NETBANKING,CONFIRMED
BOOK007781,CUST00494,TRIP00289,2026-06-15,2026-06-21,1,1050.63,1050.63,WALLET,CONFIRMED
BOOK007782,CUST03829,TRIP00295,2025-08-16,2025-10-02,1,376.1,376.1,NETBANKING,CONFIRMED
BOOK007783,CUST02231,TRIP00047,2024-12-18,2025-01-02,1,1181.81,1181.81,CASH,PENDING
BOOK007784,CUST01617,TRIP00150,2025-08-30,2025-10-13,1,718.78,718.78,CARD,CONFIRMED
BOOK007785,CUST04537,TRIP00025,2026-07-28,2026-09-15,1,1380.64,1380.64,UPI,CONFIRMED
BOOK007786,CUST01416,TRIP00254,2026-04-07,2026-05-22,1,786.93,786.93,CARD,CONFIRMED
BOOK007787,CUST00620,TRIP00128,2026-07-05,2026-07-21,3,1881.51,5644.53,CARD,CANCELLED
BOOK007788,CUST02186,TRIP00137,2025-11-05,2025-11-26,2,875.06,1750.12,CASH,CONFIRMED
BOOK007789,CUST04439,TRIP00238,2026-10-03,2026-11-09,2,652.48,1304.96,WALLET,CONFIRMED
BOOK007790,CUST01152,TRIP00051,2025-12-23,2026-02-21,1,1705.1,1705.1,CASH,CONFIRMED
BOOK007791,CUST02197,TRIP00228,2026-04-01,2026-05-29,1,873.0,873.0,CASH,CONFIRMED
BOOK007792,CUST01057,TRIP00228,2026-04-14,2026-05-29,1,712.66,712.66,NETBANKING,CANCELLED
BOOK007793,CUST00644,TRIP00020,2024-12-28,2025-01-20,2,774.31,1548.62,CASH,CONFIRMED
BOOK007794,CUST02159,TRIP00154,2025-05-20,2025-07-03,1,703.91,703.91,CASH,CONFIRMED
BOOK007795,CUST03806,TRIP00278,2025-09-13,2025-09-19,2,1728.7,3457.4,NETBANKING,CONFIRMED
BOOK007796,CUST03473,TRIP00185,2025-01-29,2025-03-09,3,748.73,2246.19,NETBANKING,CANCELLED
BOOK007797,CUST03898,TRIP00186,2025-02-21,2025-03-09,4,1608.42,6433.68,CASH,CONFIRMED
BOOK007798,CUST00421,TRIP00229,2026-05-31,2026-06-28,1,940.22,940.22,NETBANKING,CONFIRMED
BOOK007799,CUST01476,TRIP00288,2026-02-24,2026-04-20,4,568.88,2275.52,UPI,CONFIRMED
BOOK007800,CUST03627,TRIP00251,2026-09-18,2026-10-09,2,804.73,1609.46,UPI,CONFIRMED
BOOK007801,CUST03523,TRIP00253,2026-09-14,2026-10-15,2,411.06,822.12,WALLET,CONFIRMED
BOOK007802,CUST03673,TRIP00066,2025-01-29,2025-03-15,3,1678.36,5035.08,NETBANKING,CONFIRMED
BOOK007803,CUST04032,TRIP00180,2026-01-06,2026-01-22,1,944.66,944.66,WALLET,CONFIRMED
BOOK007804,CUST00311,TRIP00014,2025-02-02,2025-03-25,3,1975.51,5926.53,UPI,CONFIRMED
BOOK007805,CUST03566,TRIP00121,2025-06-10,2025-07-23,3,1090.0,3270.0,CARD,CONFIRMED
BOOK007806,CUST02466,TRIP00066,2025-02-04,2025-03-15,4,1660.25,6641.0,UPI,CONFIRMED
BOOK007807,CUST01525,TRIP00121,2025-07-05,2025-07-23,1,1143.64,1143.64,CARD,CONFIRMED
BOOK007808,CUST01709,TRIP00282,2025-10-06,2025-10-11,5,456.57,2282.85,WALLET,CONFIRMED
BOOK007809,CUST02938,TRIP00246,2025-05-07,2025-07-03,2,1162.53,2325.06,WALLET,CANCELLED
BOOK007810,CUST02984,TRIP00219,2026-10-13,2026-11-03,4,2192.52,8770.08,NETBANKING,CONFIRMED
BOOK007811,CUST02332,TRIP00227,2026-12-29,2026-12-30,1,845.23,845.23,NETBANKING,CONFIRMED
BOOK007812,CUST04171,TRIP00157,2025-04-26,2025-05-19,2,1505.57,3011.14,NETBANKING,CONFIRMED
BOOK007813,CUST04229,TRIP00048,2025-08-05,2025-08-26,1,1243.47,1243.47,UPI,CONFIRMED
BOOK007814,CUST04774,TRIP00121,2025-06-25,2025-07-23,1,1060.1,1060.1,NETBANKING,CONFIRMED
BOOK007815,CUST04641,TRIP00227,2026-12-26,2026-12-30,2,844.17,1688.34,WALLET,CONFIRMED
BOOK007816,CUST00390,TRIP00114,2025-06-13,2025-07-14,2,991.1,1982.2,CASH,CONFIRMED
BOOK007817,CUST00508,TRIP00223,2026-11-15,2026-12-26,1,871.09,871.09,CARD,CONFIRMED
BOOK007818,CUST03760,TRIP00042,2025-02-11,2025-03-06,3,491.05,1473.15,WALLET,CONFIRMED
BOOK007819,CUST04021,TRIP00163,2025-09-02,2025-09-15,2,1203.53,2407.06,CASH,CONFIRMED
BOOK007820,CUST04540,TRIP00148,2025-03-14,2025-04-05,1,644.87,644.87,CASH,CONFIRMED
BOOK007821,CUST04488,TRIP00195,2026-02-15,2026-02-27,1,1315.32,1315.32,CARD,CANCELLED
BOOK007822,CUST03778,TRIP00090,2025-06-11,2025-07-21,3,1550.11,4650.33,CARD,CONFIRMED
BOOK007823,CUST01497,TRIP00196,2025-01-26,2025-03-25,3,1243.7,3731.1,NETBANKING,CONFIRMED
BOOK007824,CUST04502,TRIP00054,2025-11-24,2026-01-03,1,1368.46,1368.46,WALLET,CONFIRMED
BOOK007825,CUST02919,TRIP00193,2025-08-25,2025-09-21,2,942.23,1884.46,WALLET,CONFIRMED
BOOK007826,CUST02062,TRIP00089,2025-03-19,2025-05-04,2,780.08,1560.16,NETBANKING,CONFIRMED
BOOK007827,CUST00174,TRIP00116,2026-10-01,2026-10-16,1,456.42,456.42,WALLET,CONFIRMED
BOOK007828,CUST04596,TRIP00047,2024-12-07,2025-01-02,1,1119.73,1119.73,WALLET,CONFIRMED
BOOK007829,CUST03725,TRIP00262,2025-01-25,2025-03-18,1,1197.61,1197.61,CARD,CONFIRMED
BOOK007830,CUST02547,TRIP00205,2025-12-01,2026-01-11,1,1181.49,1181.49,NETBANKING,CONFIRMED
BOOK007831,CUST04298,TRIP00100,2026-02-08,2026-02-21,1,1468.06,1468.06,UPI,CANCELLED
BOOK007832,CUST04513,TRIP00100,2026-01-24,2026-02-21,1,1492.48,1492.48,NETBANKING,CONFIRMED
BOOK007833,CUST00140,TRIP00183,2024-12-11,2025-01-13,2,1089.43,2178.86,CARD,CONFIRMED
BOOK007834,CUST02227,TRIP00011,2026-06-13,2026-08-03,1,1468.56,1468.56,CARD,CONFIRMED
BOOK007835,CUST00449,TRIP00090,2025-06-17,2025-07-21,2,1291.31,2582.62,UPI,CONFIRMED
BOOK007836,CUST00292,TRIP00092,2025-06-28,2025-07-27,3,376.41,1129.23,CASH,CANCELLED
BOOK007837,CUST02149,TRIP00169,2025-08-27,2025-09-16,1,817.43,817.43,UPI,CANCELLED
BOOK007838,CUST04995,TRIP00249,2025-06-26,2025-07-13,2,459.38,918.76,NETBANKING,CONFIRMED
BOOK007839,CUST02852,TRIP00137,2025-10-10,2025-11-26,1,1007.98,1007.98,WALLET,CONFIRMED
BOOK007840,CUST01083,TRIP00085,2026-05-14,2026-05-24,1,1285.88,1285.88,NETBANKING,CONFIRMED
BOOK007841,CUST00655,TRIP00037,2025-12-16,2026-01-17,3,312.25,936.75,NETBANKING,CONFIRMED
BOOK007842,CUST01039,TRIP00098,2025-05-18,2025-05-29,4,427.19,1708.76,UPI,CONFIRMED
BOOK007843,CUST01891,TRIP00270,2025-01-31,2025-02-13,3,575.05,1725.15,WALLET,CONFIRMED
BOOK007844,CUST04814,TRIP00047,2024-11-03,2025-01-02,1,975.04,975.04,WALLET,CONFIRMED
BOOK007845,CUST03873,TRIP00209,2025-04-15,2025-05-22,1,893.12,893.12,UPI,CONFIRMED
BOOK007846,CUST00782,TRIP00121,2025-06-10,2025-07-23,3,965.35,2896.05,NETBANKING,CONFIRMED
BOOK007847,CUST03473,TRIP00039,2025-06-09,2025-07-29,1,1744.63,1744.63,WALLET,CONFIRMED
BOOK007848,CUST00169,TRIP00167,2026-03-11,2026-03-22,2,620.68,1241.36,UPI,CONFIRMED
BOOK007849,CUST04454,TRIP00035,2025-09-14,2025-10-08,1,1046.0,1046.0,UPI,CONFIRMED
BOOK007850,CUST01752,TRIP00298,2025-08-07,2025-09-08,1,1338.22,1338.22,CARD,CONFIRMED
BOOK007851,CUST01506,TRIP00230,2026-08-25,2026-08-29,3,736.56,2209.68,CARD,CONFIRMED
BOOK007852,CUST03030,TRIP00049,2026-03-04,2026-04-13,1,572.98,572.98,NETBANKING,CONFIRMED
BOOK007853,CUST01540,TRIP00053,2026-01-01,2026-01-04,1,939.31,939.31,WALLET,CONFIRMED
BOOK007854,CUST04571,TRIP00075,2025-08-19,2025-09-05,3,1253.2,3759.6,CASH,CONFIRMED
BOOK007855,CUST00482,TRIP00149,2026-03-03,2026-04-09,1,1920.1,1920.1,NETBANKING,PENDING
BOOK007856,CUST00532,TRIP00154,2025-06-24,2025-07-03,1,573.13,573.13,CASH,CONFIRMED
BOOK007857,CUST01494,TRIP00118,2025-10-03,2025-10-05,3,1091.33,3273.99,NETBANKING,CANCELLED
BOOK007858,CUST00308,TRIP00098,2025-04-28,2025-05-29,3,389.21,1167.63,NETBANKING,CANCELLED
BOOK007859,CUST01528,TRIP00138,2026-03-10,2026-03-29,2,1485.25,2970.5,CARD,CONFIRMED
BOOK007860,CUST04665,TRIP00002,2026-01-16,2026-03-10,2,1537.82,3075.64,CASH,CANCELLED
BOOK007861,CUST04232,TRIP00189,2026-07-10,2026-08-14,1,400.65,400.65,WALLET,CANCELLED
BOOK007862,CUST03441,TRIP00130,2026-04-21,2026-05-13,1,1472.38,1472.38,NETBANKING,CONFIRMED
BOOK007863,CUST04166,TRIP00115,2026-07-14,2026-08-19,1,1302.88,1302.88,CARD,CONFIRMED
BOOK007864,CUST03996,TRIP00075,2025-08-17,2025-09-05,1,1050.11,1050.11,UPI,CONFIRMED
BOOK007865,CUST01055,TRIP00190,2026-05-29,2026-06-24,3,1475.08,4425.24,CASH,CONFIRMED
BOOK007866,CUST03682,TRIP00019,2025-06-03,2025-06-06,1,409.19,409.19,CARD,CONFIRMED
BOOK007867,CUST01132,TRIP00253,2026-08-20,2026-10-15,3,477.26,1431.78,WALLET,CONFIRMED
BOOK007868,CUST01129,TRIP00232,2026-01-19,2026-03-04,4,1052.89,4211.56,CARD,CONFIRMED
BOOK007869,CUST04854,TRIP00267,2026-07-06,2026-07-20,3,871.23,2613.69,UPI,CONFIRMED
BOOK007870,CUST02248,TRIP00129,2025-06-09,2025-07-28,4,994.55,3978.2,CARD,CONFIRMED
BOOK007871,CUST01353,TRIP00112,2025-05-23,2025-07-16,1,474.45,474.45,UPI,CONFIRMED
BOOK007872,CUST03462,TRIP00055,2025-10-27,2025-12-18,4,1297.44,5189.76,CARD,CANCELLED
BOOK007873,CUST01461,TRIP00012,2025-01-29,2025-03-07,2,481.43,962.86,WALLET,CONFIRMED
BOOK007874,CUST00205,TRIP00091,2025-02-08,2025-03-10,5,995.34,4976.7,UPI,CONFIRMED
BOOK007875,CUST04278,TRIP00067,2025-11-28,2026-01-02,1,2259.16,2259.16,CARD,CANCELLED
BOOK007876,CUST01198,TRIP00193,2025-07-23,2025-09-21,2,1051.19,2102.38,WALLET,CONFIRMED
BOOK007877,CUST00389,TRIP00038,2024-12-30,2025-02-05,3,1351.26,4053.78,CARD,CONFIRMED
BOOK007878,CUST04017,TRIP00286,2025-04-08,2025-05-30,3,838.96,2516.88,CARD,CANCELLED
BOOK007879,CUST04925,TRIP00289,2026-05-01,2026-06-21,1,889.65,889.65,UPI,CONFIRMED
BOOK007880,CUST01373,TRIP00110,2026-08-10,2026-10-07,1,1180.13,1180.13,NETBANKING,CONFIRMED
BOOK007881,CUST02367,TRIP00022,2025-08-05,2025-08-24,4,483.4,1933.6,CARD,CONFIRMED
BOOK007882,CUST04519,TRIP00275,2025-06-28,2025-08-05,1,2060.65,2060.65,CARD,CONFIRMED
BOOK007883,CUST04974,TRIP00238,2026-10-20,2026-11-09,1,647.92,647.92,NETBANKING,CONFIRMED
BOOK007884,CUST03540,TRIP00146,2026-03-27,2026-05-06,2,540.75,1081.5,NETBANKING,CONFIRMED
BOOK007885,CUST02770,TRIP00263,2024-12-15,2025-01-24,1,764.16,764.16,UPI,CONFIRMED
BOOK007886,CUST02069,TRIP00190,2026-05-16,2026-06-24,1,1472.43,1472.43,NETBANKING,CONFIRMED
BOOK007887,CUST02164,TRIP00208,2026-03-29,2026-05-18,4,381.4,1525.6,CASH,CANCELLED
BOOK007888,CUST03477,TRIP00056,2025-05-07,2025-05-23,3,1609.04,4827.12,UPI,CONFIRMED
BOOK007889,CUST02381,TRIP00105,2026-09-05,2026-09-07,4,710.72,2842.88,CARD,CONFIRMED
BOOK007890,CUST04978,TRIP00031,2024-12-30,2025-01-13,2,404.64,809.28,NETBANKING,PENDING
BOOK007891,CUST00639,TRIP00106,2026-08-27,2026-10-19,1,1136.92,1136.92,CASH,CONFIRMED
BOOK007892,CUST04867,TRIP00244,2025-10-01,2025-11-13,1,1998.19,1998.19,CASH,CONFIRMED
BOOK007893,CUST04216,TRIP00079,2025-06-03,2025-06-28,4,2092.04,8368.16,CARD,CONFIRMED
BOOK007894,CUST02713,TRIP00048,2025-08-10,2025-08-26,1,1297.02,1297.02,NETBANKING,CONFIRMED
BOOK007895,CUST01721,TRIP00055,2025-11-01,2025-12-18,3,1321.67,3965.01,UPI,CONFIRMED
BOOK007896,CUST00020,TRIP00113,2026-10-04,2026-11-17,1,476.72,476.72,NETBANKING,PENDING
BOOK007897,CUST04736,TRIP00017,2025-04-29,2025-06-12,3,1591.09,4773.27,NETBANKING,CONFIRMED
BOOK007898,CUST01512,TRIP00063,2025-04-26,2025-05-28,3,381.73,1145.19,UPI,CONFIRMED
BOOK007899,CUST04108,TRIP00077,2026-10-30,2026-11-23,1,1546.66,1546.66,CASH,CANCELLED
BOOK007900,CUST03682,TRIP00077,2026-09-29,2026-11-23,4,1227.18,4908.72,CARD,CONFIRMED
BOOK007901,CUST04913,TRIP00223,2026-12-15,2026-12-26,1,905.31,905.31,NETBANKING,CONFIRMED
BOOK007902,CUST01320,TRIP00197,2025-01-19,2025-02-28,1,1001.88,1001.88,CASH,CONFIRMED
BOOK007903,CUST02271,TRIP00011,2026-06-30,2026-08-03,2,1455.3,2910.6,CARD,CONFIRMED
BOOK007904,CUST04256,TRIP00161,2026-11-13,2026-11-25,1,1704.5,1704.5,UPI,CONFIRMED
BOOK007905,CUST01672,TRIP00097,2026-07-06,2026-07-21,4,777.47,3109.88,UPI,CONFIRMED
BOOK007906,CUST03210,TRIP00169,2025-09-06,2025-09-16,3,915.13,2745.39,WALLET,CONFIRMED
BOOK007907,CUST00911,TRIP00049,2026-03-23,2026-04-13,1,755.6,755.6,UPI,CANCELLED
BOOK007908,CUST01333,TRIP00275,2025-07-26,2025-08-05,1,1776.69,1776.69,UPI,CONFIRMED
BOOK007909,CUST04622,TRIP00076,2025-07-09,2025-08-10,4,1212.98,4851.92,CARD,CANCELLED
BOOK007910,CUST04981,TRIP00193,2025-09-07,2025-09-21,1,1018.55,1018.55,UPI,CONFIRMED
BOOK007911,CUST01070,TRIP00127,2025-07-15,2025-08-14,4,1381.59,5526.36,CASH,CANCELLED
BOOK007912,CUST03435,TRIP00194,2026-03-12,2026-04-21,1,1529.21,1529.21,WALLET,CANCELLED
BOOK007913,CUST00192,TRIP00167,2026-03-03,2026-03-22,4,597.96,2391.84,CARD,CANCELLED
BOOK007914,CUST01952,TRIP00162,2026-10-05,2026-10-25,2,1362.49,2724.98,CASH,CONFIRMED
BOOK007915,CUST02774,TRIP00059,2026-05-04,2026-05-16,1,671.74,671.74,WALLET,CANCELLED
BOOK007916,CUST04530,TRIP00061,2025-12-24,2026-02-22,2,911.51,1823.02,CARD,CONFIRMED
BOOK007917,CUST02525,TRIP00023,2026-04-28,2026-06-06,3,1464.52,4393.56,CASH,CONFIRMED
BOOK007918,CUST04559,TRIP00245,2024-12-15,2025-01-04,1,1026.66,1026.66,NETBANKING,CONFIRMED
BOOK007919,CUST02045,TRIP00174,2025-02-07,2025-03-11,3,972.96,2918.88,WALLET,CONFIRMED
BOOK007920,CUST00518,TRIP00223,2026-11-01,2026-12-26,2,913.27,1826.54,CARD,CONFIRMED
BOOK007921,CUST03368,TRIP00201,2025-08-15,2025-09-07,1,1062.7,1062.7,CASH,CANCELLED
BOOK007922,CUST03688,TRIP00113,2026-10-25,2026-11-17,1,430.61,430.61,WALLET,CANCELLED
BOOK007923,CUST04872,TRIP00022,2025-07-27,2025-08-24,4,468.96,1875.84,NETBANKING,CANCELLED
BOOK007924,CUST04029,TRIP00022,2025-07-11,2025-08-24,4,456.2,1824.8,UPI,CONFIRMED
BOOK007925,CUST04149,TRIP00218,2026-01-19,2026-02-24,4,1166.35,4665.4,UPI,CANCELLED
BOOK007926,CUST02377,TRIP00124,2025-02-15,2025-03-13,1,655.39,655.39,CASH,CONFIRMED
BOOK007927,CUST01110,TRIP00241,2024-12-26,2025-01-22,1,1494.38,1494.38,UPI,CANCELLED
BOOK007928,CUST02535,TRIP00013,2025-08-22,2025-08-29,1,1085.55,1085.55,NETBANKING,CONFIRMED
BOOK007929,CUST01888,TRIP00127,2025-07-05,2025-08-14,2,1560.5,3121.0,WALLET,CANCELLED
BOOK007930,CUST02806,TRIP00110,2026-09-04,2026-10-07,4,982.79,3931.16,WALLET,CANCELLED
BOOK007931,CUST03278,TRIP00176,2026-06-01,2026-06-18,1,1194.0,1194.0,CASH,CONFIRMED
BOOK007932,CUST03830,TRIP00293,2025-05-22,2025-06-14,1,1162.27,1162.27,NETBANKING,CONFIRMED
BOOK007933,CUST04071,TRIP00127,2025-06-30,2025-08-14,4,1372.65,5490.6,WALLET,CONFIRMED
BOOK007934,CUST04748,TRIP00051,2026-02-06,2026-02-21,1,1689.6,1689.6,CARD,CONFIRMED
BOOK007935,CUST03533,TRIP00151,2025-02-05,2025-03-10,3,536.17,1608.51,WALLET,CONFIRMED
BOOK007936,CUST03491,TRIP00217,2025-11-27,2025-12-07,2,1355.98,2711.96,CARD,CANCELLED
BOOK007937,CUST04039,TRIP00298,2025-09-06,2025-09-08,5,1202.82,6014.1,UPI,CONFIRMED
BOOK007938,CUST02882,TRIP00128,2026-07-09,2026-07-21,1,1843.87,1843.87,NETBANKING,CONFIRMED
BOOK007939,CUST03135,TRIP00114,2025-06-27,2025-07-14,3,1153.83,3461.49,CARD,PENDING
BOOK007940,CUST01170,TRIP00132,2025-08-17,2025-10-14,1,1054.91,1054.91,UPI,CONFIRMED
BOOK007941,CUST03104,TRIP00213,2025-09-01,2025-10-28,3,853.98,2561.94,WALLET,CONFIRMED
BOOK007942,CUST00860,TRIP00187,2026-04-10,2026-05-21,1,767.63,767.63,CARD,CONFIRMED
BOOK007943,CUST04108,TRIP00103,2026-08-09,2026-09-22,3,813.36,2440.08,CASH,CONFIRMED
BOOK007944,CUST04364,TRIP00014,2025-02-14,2025-03-25,1,1931.4,1931.4,CARD,CONFIRMED
BOOK007945,CUST02602,TRIP00141,2026-07-11,2026-09-07,2,1090.38,2180.76,NETBANKING,CANCELLED
BOOK007946,CUST01693,TRIP00130,2026-04-06,2026-05-13,3,1495.71,4487.13,CASH,CONFIRMED
BOOK007947,CUST03960,TRIP00024,2025-08-07,2025-09-30,1,1333.24,1333.24,NETBANKING,CONFIRMED
BOOK007948,CUST02013,TRIP00152,2026-05-17,2026-07-16,3,1028.74,3086.22,WALLET,CONFIRMED
BOOK007949,CUST03000,TRIP00257,2026-03-09,2026-04-20,3,582.59,1747.77,CASH,PENDING
BOOK007950,CUST03920,TRIP00027,2026-07-27,2026-09-10,1,718.29,718.29,NETBANKING,CONFIRMED
BOOK007951,CUST04906,TRIP00179,2026-01-30,2026-03-20,5,420.17,2100.85,UPI,CONFIRMED
BOOK007952,CUST04553,TRIP00069,2026-09-21,2026-09-27,3,1096.36,3289.08,CARD,CONFIRMED
BOOK007953,CUST02421,TRIP00165,2025-10-05,2025-11-02,1,503.9,503.9,CASH,CONFIRMED
BOOK007954,CUST04975,TRIP00061,2026-01-07,2026-02-22,1,1054.11,1054.11,UPI,CONFIRMED
BOOK007955,CUST03408,TRIP00260,2025-10-16,2025-11-04,3,895.14,2685.42,UPI,CONFIRMED
BOOK007956,CUST04020,TRIP00002,2026-01-29,2026-03-10,4,1587.92,6351.68,UPI,PENDING
BOOK007957,CUST02696,TRIP00225,2025-05-30,2025-06-01,3,394.94,1184.82,CASH,CONFIRMED
BOOK007958,CUST04912,TRIP00040,2025-06-14,2025-06-28,3,2323.72,6971.16,NETBANKING,PENDING
BOOK007959,CUST00505,TRIP00024,2025-08-22,2025-09-30,3,1230.25,3690.75,NETBANKING,CONFIRMED
BOOK007960,CUST02826,TRIP00075,2025-08-25,2025-09-05,1,1203.1,1203.1,UPI,CANCELLED
BOOK007961,CUST01718,TRIP00146,2026-03-10,2026-05-06,2,627.02,1254.04,WALLET,CANCELLED
BOOK007962,CUST01676,TRIP00010,2025-06-11,2025-07-02,1,1576.01,1576.01,WALLET,CONFIRMED
BOOK007963,CUST02996,TRIP00289,2026-05-16,2026-06-21,1,912.23,912.23,UPI,CONFIRMED
BOOK007964,CUST04468,TRIP00002,2026-01-23,2026-03-10,3,1348.08,4044.24,UPI,CONFIRMED
BOOK007965,CUST04311,TRIP00220,2025-01-29,2025-03-09,1,370.53,370.53,NETBANKING,CONFIRMED
BOOK007966,CUST01893,TRIP00084,2025-04-25,2025-06-18,4,456.96,1827.84,WALLET,PENDING
BOOK007967,CUST03623,TRIP00140,2025-12-27,2026-02-19,4,1473.42,5893.68,WALLET,CONFIRMED
BOOK007968,CUST04432,TRIP00257,2026-04-14,2026-04-20,4,678.67,2714.68,NETBANKING,CONFIRMED
BOOK007969,CUST02636,TRIP00011,2026-06-11,2026-08-03,1,1291.48,1291.48,CASH,CONFIRMED
BOOK007970,CUST01896,TRIP00139,2025-06-08,2025-06-22,1,1080.5,1080.5,NETBANKING,CONFIRMED
BOOK007971,CUST03973,TRIP00054,2025-11-26,2026-01-03,3,1250.63,3751.89,WALLET,CONFIRMED
BOOK007972,CUST03975,TRIP00198,2026-03-13,2026-04-30,1,1912.27,1912.27,CARD,CONFIRMED
BOOK007973,CUST00358,TRIP00194,2026-02-23,2026-04-21,1,1510.99,1510.99,UPI,CONFIRMED
BOOK007974,CUST02739,TRIP00191,2024-12-01,2025-01-23,1,1085.72,1085.72,NETBANKING,CONFIRMED
BOOK007975,CUST00355,TRIP00024,2025-08-22,2025-09-30,1,1333.91,1333.91,CASH,CONFIRMED
BOOK007976,CUST04680,TRIP00048,2025-07-15,2025-08-26,1,1040.17,1040.17,UPI,CONFIRMED
BOOK007977,CUST00027,TRIP00266,2025-03-21,2025-03-22,2,451.05,902.1,UPI,CONFIRMED
BOOK007978,CUST04106,TRIP00001,2025-06-06,2025-07-19,1,736.18,736.18,NETBANKING,CONFIRMED
BOOK007979,CUST02013,TRIP00065,2024-12-24,2025-01-17,4,949.48,3797.92,WALLET,CONFIRMED
BOOK007980,CUST00692,TRIP00252,2026-03-05,2026-03-19,3,471.22,1413.66,CASH,CANCELLED
BOOK007981,CUST04812,TRIP00037,2025-12-25,2026-01-17,4,329.49,1317.96,CASH,CONFIRMED
